-27.31776529638334,0,-27.31776529638334,-0
-27.30682714884068,0,-27.30682714884068,-0
-25.76454834532665,0.0003365754471962854,-25.76454834532665,-0.0003283861340427444
-25.753610197784,0.0005460021827303559,-25.753610197784,-0.0005331189628812677
-25.74267205024135,0.0008752133721988692,-25.74267205024135,-0.0008551994591084673
-25.73173390269869,0.001386248503907719,-25.73173390269869,-0.001355547286368513
-25.72079575515604,0.002169580550538563,-25.72079575515604,-0.002123077724848683
-25.70985760761339,0.003355196596517234,-25.70985760761339,-0.003285648367095661
-25.69891946007074,0.005127050963348384,-25.69891946007074,-0.005024354102634988
-25.68798131252808,0.007741493039655216,-25.68798131252808,-0.007591775620469871
-25.67704316498543,0.01155019232960715,-25.67704316498543,-0.01133471110010343
-25.66610501744278,0.0170278989165926,-25.66610501744278,-0.01672174183769651
-25.65516686990012,0.02480505727201881,-25.65516686990012,-0.02437566881009883
-25.64422872235747,0.03570480723795325,-25.64422872235747,-0.03511038035809837
-25.63329057481482,0.05078323983866568,-25.63329057481482,-0.04997105235447034
-25.62235242727217,0.07137092639210758,-25.62235242727217,-0.07027573945935389
-25.61141427972952,0.09911273195683323,-25.61141427972952,-0.09765541277819591
-25.60047613218686,0.1360018168555763,-25.60047613218686,-0.1340883922441295
-25.58953798464421,0.184402620698259,-25.58953798464421,-0.1819240075303012
-25.57859983710156,0.2470566509392746,-25.57859983710156,-0.2438893367292449
-25.5676616895589,0.3270642381121205,-25.5676616895589,-0.3230721919799869
-25.55672354201625,0.427835272261485,-25.55672354201625,-0.4228733452833264
-25.5457853944736,0.5530025025554464,-25.5457853944736,-0.5469215197372927
-25.53484724693095,0.706292441037764,-25.53484724693095,-0.6989460901911299
-25.52390909938829,0.8913513765603327,-25.52390909938829,-0.8826048613569849
-25.51297095184564,1.111527491567725,-25.51297095184564,-1.101267741440678
-25.50203280430299,1.369614465679208,-25.50203280430299,-1.35776149461685
-25.49109465676034,1.667566974561703,-25.49109465676034,-1.654085771175796
-25.48015650921768,2.006203720723608,-25.48015650921768,-1.991115855823477
-25.46921836167503,2.384918496730916,-25.46921836167503,-2.368312478326739
-25.45828021413238,2.801423622046531,-25.45828021413238,-2.783462938431162
-25.44734206658972,3.251552235101797,-25.44734206658972,-3.232480028815373
-25.43640391904707,3.729145759363153,-25.43640391904707,-3.709285185975992
-25.42546577150442,4.226049967993138,-25.42546577150442,-4.205799520654985
-25.41452762396177,4.7322372871344,-25.41452762396177,-4.712060704108831
-25.40358947641911,5.236064483295009,-25.40358947641911,-5.216475279748037
-25.39265132887646,5.724664226914235,-25.39265132887646,-5.706205368422363
-25.38171318133381,6.184457113992786,-25.38171318133381,-6.167676830719127
-25.37077503379115,6.601758738399809,-25.37077503379115,-6.587183912560619
-25.3598368862485,6.963445666258811,-25.3598368862485,-6.951554558540384
-25.34889873870585,7.257635983917025,-25.34889873870585,-7.24883225150106
-25.3379605911632,7.474335593333707,-25.3379605911632,-7.468925561900161
-25.32702244362055,7.606001375124736,-25.32702244362055,-7.604176347738785
-25.31608429607789,7.649802032387541,-25.31608429607789,-7.649802032387541
-25.30514614853524,7.647977005001591,-25.30514614853524,-7.649802032387541
-25.29420800099259,7.598766316305239,-25.29420800099259,-7.604176347738785
-25.28326985344993,7.460121829484197,-25.28326985344993,-7.468925561900161
-25.27233170590728,7.236941143782634,-25.27233170590728,-7.24883225150106
-25.26139355836463,6.936979732701193,-25.26139355836463,-6.951554558540384
-25.25045541082198,6.570403629286959,-25.25045541082198,-6.587183912560619
-25.23951726327932,6.149217972227254,-25.23951726327932,-6.167676830719127
-25.22857911573667,5.686616164875391,-25.22857911573667,-5.706205368422363
-25.21764096819402,5.196298696722469,-25.21764096819402,-5.216475279748037
-25.20670282065137,4.691810256770678,-25.20670282065137,-4.712060704108831
-25.19576467310871,4.185938947267824,-25.19576467310871,-4.205799520654985
-25.18482652556606,3.690212979689569,-25.18482652556606,-3.709285185975992
-25.17388837802341,3.214519345200004,-25.17388837802341,-3.232480028815373
-25.16295023048075,2.766856920026985,-25.16295023048075,-2.783462938431162
-25.1520120829381,2.353224613426608,-25.1520120829381,-2.368312478326739
-25.14107393539545,1.977634652437571,-25.14107393539545,-1.991115855823477
-25.1301357878528,1.642232800113438,-25.1301357878528,-1.654085771175796
-25.11919764031014,1.347501744489803,-25.11919764031014,-1.35776149461685
-25.10825949276749,1.092521226237331,-25.10825949276749,-1.101267741440678
-25.09732134522484,0.8752585105103506,-25.09732134522484,-0.8826048613569849
-25.08638319768218,0.6928651073729762,-25.08638319768218,-0.6989460901911299
-25.07544505013953,0.5419595927591342,-25.07544505013953,-0.5469215197372927
-25.06450690259688,0.4188812991511928,-25.06450690259688,-0.4228733452833264
-25.05356875505423,0.3199048777699572,-25.05356875505423,-0.3230721919799869
-25.04263060751158,0.2414107235612871,-25.04263060751158,-0.2438893367292449
-25.03169245996892,0.1800105829188543,-25.03169245996892,-0.1819240075303012
-25.02075431242627,0.1326310730654921,-25.02075431242627,-0.1340883922441295
-25.00981616488362,0.09656022584544224,-25.00981616488362,-0.09765541277819591
-24.99887801734096,0.06946355197515855,-24.99887801734096,-0.07027573945935389
-24.98793986979831,0.04937662547461546,-24.98793986979831,-0.04997105235447034
-24.97700172225566,0.03468099189617838,-24.97700172225566,-0.03511038035809837
-24.966063574713,0.02406951173120273,-24.966063574713,-0.02437566881009883
-24.95512542717035,0.01650626060819279,-24.95512542717035,-0.01672174183769651
-24.9441872796277,0.01118499368091808,-24.9441872796277,-0.01133471110010343
