-27.45027466546539,0,-27.45027466546539,-0,-27.45027466546539,0,-27.45027466546539,-0,-27.45027466546539,0,-27.45027466546539,-0,-27.45027466546539,0,-27.45027466546539,-0
-27.43933217037461,0,-27.43933217037461,-0,-27.43933217037461,0,-27.43933217037461,-0,-27.43933217037461,0,-27.43933217037461,-0,-27.43933217037461,0,-27.43933217037461,-0
-19.05738093083786,0.0001095353629819909,-18.87135851429462,-0.0001070567066734613,-18.87135851429462,0.0001004372060908092,-18.83853102902228,-0.0001036269474073627,-18.90418599956695,0.0001062592316064824,-18.76193356338683,-0.0001080048709060021,22.46938793866865,0,22.46938793866865,-0
-19.04643843574708,0.0001337799966144796,-18.86041601920384,-0.0001334273312453489,-18.86041601920384,0.0001153103570764947,-18.8275885339315,-0.0001241131917503355,-18.89324350447617,0.0001146243758398251,-18.75099106829605,-0.0001226158163559118,,,,
-19.0354959406563,0.0001617392151492547,-18.84947352411306,-0.00016459989067468,-18.84947352411306,0.0001326247569243005,-18.81664603884072,-0.0001472879455416706,-18.88230100938539,0.0001230182922052614,-18.74004857320527,-0.0001381045178615142,,,,
-19.02455344556552,0.0001935644810737605,-18.83853102902228,-0.000201012640121407,-18.83853102902228,0.0001526688381115584,-18.80570354374994,-0.0001732534989268704,-18.87135851429462,0.0001314187422322609,-18.72910607811449,-0.000154362336456215,,,,
-19.01361095047474,0.0002293409471914479,-18.8275885339315,-0.0002430300185533878,-18.8275885339315,0.0001756238964938868,-18.79476104865916,-0.0002019790984649685,-18.86041601920384,0.0001398283261618712,-18.71816358302371,-0.000171263768325001,,,,
-19.00266845538397,0.0002690612062600822,-18.81664603884072,-0.0002909261724560361,-18.81664603884072,0.000201761351660035,-18.78381855356838,-0.0002334509466023234,-18.84947352411306,0.0001487153987388486,-18.70722108793293,-0.000188800273491914,,,,
-18.99172596029318,0.0003126132056268371,-18.80570354374994,-0.0003449041827062537,-18.80570354374994,0.0002313299394196654,-18.7728760584776,-0.000267578594735231,-18.83853102902228,0.0001580850060825764,-18.69627859284215,-0.0002068021425304762,,,,
-18.98078346520241,0.0003597348781115112,-18.79476104865916,-0.0004049014044612074,-18.79476104865916,0.0002645571062810306,-18.76193356338683,-0.0003042178285682393,-18.8275885339315,0.0001674723754105088,-18.68533609775137,-0.0002250007281050371,,,,
-18.96984097011163,0.0004101088127822899,-18.78381855356838,-0.0004708122332074586,-18.78381855356838,0.0003016413893266688,-18.75099106829605,-0.0003431747885041007,-18.81664603884072,0.0001768760947974583,-18.67439360266059,-0.0002432316777409182,,,,
-18.95889847502085,0.0004633082539480975,-18.7728760584776,-0.0005423248703036629,-18.7728760584776,0.0003427226502659686,-18.74004857320527,-0.0003842130458825398,-18.80570354374994,0.0001862931176405653,-18.66345110756981,-0.0002613354907570683,,,,
-18.94795597993007,0.0005188238946822828,-18.76193356338683,-0.0006189611530224489,-18.76193356338683,0.0003879092050127756,-18.72910607811449,-0.0004270628075263192,-18.79476104865916,0.0001957239908613118,-18.65250861247904,-0.0002791543516748498,,,,
-18.93701348483929,0.0005760985954971089,-18.75099106829605,-0.0007000774518408135,-18.75099106829605,0.0004372348794226319,-18.71816358302371,-0.0004714326024838929,-18.78381855356838,0.0002051687712405707,-18.64156611738825,-0.0002973075559154398,,,,
